Name,ID,Industry
MANAPPURAM FINANCE LTD.,MANAPPURAM,Non Banking Financial Company (NBFC)
RTS POWER CORPORATION LTD.,RTSPOWR,Other Electrical Equipment
COMFORT INTECH LTD.-$,COMFINTE,Breweries & Distilleries
MAYUR FLOORINGS LTD.,MAYURFL,Other Construction Materials
ANJANI SYNTHETICS LTD.-$,ANJANI,Other Textile Products
Xtglobal Infotech Ltd,XTGLOBAL,Computers - Software & Consulting
DECO-MICA LTD.,DECOMIC,Commodity Chemicals
RANDER CORPORATION LTD.,RANDER,Non Banking Financial Company (NBFC)
RASI ELECTRODES LTD.,RASIELEC,Industrial Equipments
Scoobee Day Garments (India) Ltd,SCOOBEEDAY,Garments & Apparels
CITIPORT FINANCIAL SERVICES LTD.,CITIPOR,Non Banking Financial Company (NBFC)
DHRUVA CAPITAL SERVICES LTD.,DHRUVCA,Non Banking Financial Company (NBFC)
SHAMROCK INDUSTRIAL CO.LTD.,SHAMROIN,Trading & Distributors
Linc Ltd-$,LINC,Stationary
PRIMA INDUSTRIES LTD.,PRIMAIN,Edible Oil
Aneri Fincap Ltd,ANERI,Non Banking Financial Company (NBFC)
INDIA GELATINE & CHEMICALS LTD.-$,INDGELA,Specialty Chemicals
Optimus Finance Ltd,OPTIFIN,Non Banking Financial Company (NBFC)
PARAGON FINANCE LTD.,PARAGONF,Non Banking Financial Company (NBFC)
PRATIKSHA CHEMICALS LTD.,PRATIKSH,Specialty Chemicals
Esha Media Research Limited,ESHAMEDIA,Advertising & Media Agencies
Sunedison Infrastructure Ltd,SUNEDISON,Engineering- Designing & Construction
V.S.T.TILLERS TRACTORS LTD.-$,VSTTILLERS,Tractors
B2B SOFTWARE TECHNOLOGIES LTD.,B2BSOFT,Software Products
NIKKI GLOBAL FINANCE LTD.,NIKKIGL,Non Banking Financial Company (NBFC)
RADHE DEVELOPERS (INDIA) LTD.,RADHEDE,Residential- Commercial Projects
KINETIC TRUST LTD.,KINETRU,Non Banking Financial Company (NBFC)
Elixir Capital Ltd,ELIXIR,Other Financial Services
TRISHAKTI ELECTRONICS & INDUSTRIES LTD.,TRISHAKT,Non Banking Financial Company (NBFC)
PANKAJ POLYMERS LTD.,PANKAJPO,Packaging
Marble City India Ltd,MARBLE,Other Construction Materials
CINDRELLA FINANCIAL SERVICES LTD.,CINDRELL,Non Banking Financial Company (NBFC)
NATIONAL PLASTIC TECHNOLOGIES LTD.,NATPLASTI,Plastic Products - Industrial
LEAD FINANCIAL SERVICES LTD.,LEADFIN,Non Banking Financial Company (NBFC)
National Fittings Limited,NATFIT,Iron & Steel Products
ARTEFACT PROJECTS LTD.,ARTEFACT,Consulting Services
AMIT INTERNATIONAL LTD.,AMITINT,Other Textile Products
HIGH STREET FILATEX LTD.,HIGHSTREE,Other Textile Products
NUTECH GLOBAL LTD.,NUTECGLOB,Other Textile Products
DHP INDIA LTD.,DHPIND,Oil Equipment & Services
RRIL Ltd,RRIL,Other Textile Products
AVAILABLE FINANCE LTD.,AVAILFC,Non Banking Financial Company (NBFC)
INTEGRA CAPITAL MANAGEMENT LTD.,INTCAPM,Non Banking Financial Company (NBFC)
MARUTI SECURITIES LTD.,MARUTISE,Non Banking Financial Company (NBFC)
Sri Havisha Hospitality And Infrastructure Ltd,HAVISHA,LPG/CNG/PNG/LNG Supplier
Jayatma Industries Ltd,JAYIND,Other Textile Products
ROSELABS FINANCE LTD.,ROSELABS,Other Financial Services
CHARMS INDUSTRIES LTD.,CHARMS,Other Financial Services
Kretto Syscon Ltd,KRETTOSYS,Residential- Commercial Projects
VIKALP SECURITIES LTD.,VIKALPS,Diversified Commercial Services
ZYDUS WELLNESS LTD.-$,ZYDUSWELL,Packaged Foods
WinPro Industries Ltd,WINPRO,Advertising & Media Agencies
MILESTONE GLOBAL LTD.,MILESTONE,Other Construction Materials
BERVIN INVESTMENT & LEASING LTD.,BERVINL,Other Financial Services
GUJARAT INVESTA LTD.,GUJINV,Non Banking Financial Company (NBFC)
INDIA INFRASPACE LTD.,INDINFRA,Diversified Commercial Services
CONTAINER CORPORATION OF INDIA LTD.,CONCOR,Logistics Solution Provider
EASTERN TREADS LTD.,EASTRED,Tyres & Rubber Products
PANACEA BIOTEC LTD.,PANACEABIO,Pharmaceuticals
PEETI SECURITIES LTD.,PEETISEC,Other Textile Products
CHOICE INTERNATIONAL LTD.,CHOICEIN,Holding Company
SHRIRAM ASSET MANAGEMENT CO.LTD.,SRAMSET,Asset Management Company
GOLECHHA GLOBAL FINANCE LTD.,GOLECHA,Diversified Commercial Services
Paramone Concepts Ltd,PARAMONE,Consulting Services
THE BYKE HOSPITALITY LTD.,THEBYKE,Hotels & Resorts
CENTENIAL SURGICAL SUTURE LTD.,CSURGSU,Medical Equipment & Supplies
ARIHANT FOUNDATIONS & HOUSING LTD.-$,ARIHANT,Residential- Commercial Projects
HASTI FINANCE LTD.,HASTIFIN,Non Banking Financial Company (NBFC)
UPSURGE INVESTMENT & FINANCE LTD.,UPSURGE,Non Banking Financial Company (NBFC)
PADAM COTTON YARNS LTD.,PADAMCO,Other Textile Products
POLYCON INTERNATIONAL LTD.,POLYCON,Packaging
SOURCE NATURAL FOODS & HERBAL SUPPL LTD.,SOURCENTRL,Pharmaceuticals
G.G.AUTOMOTIVE GEARS LTD.,GGAUTO,Auto Components & Equipments
ALMONDZ GLOBAL SECURITIES LTD.,ALMONDZ,Stockbroking & Allied
LWS KNITWEAR LTD.,LWSKNIT,Trading & Distributors
ANS Industries Ltd,ANSINDUS,Other Beverages
ALCHEMIST CORPORATION LTD.,ALCHCORP,Commodity Chemicals
TUNI TEXTILE MILLS LTD.,TUNITEX,Other Textile Products
Radix Industries (India) Limited,RADIXIND,Personal Care
KIRAN PRINT-PACK LTD.,KIRANPR,Printing & Publication
NARENDRA PROPERTIES LTD.,NARPROP,Residential- Commercial Projects
MEGA CORPORATION LTD.,MEGACOR,Non Banking Financial Company (NBFC)
TAMIL NADU NEWSPRINT & PAPERS LTD.,TNPL,Paper & Paper Products
SHAKTI PUMPS (INDIA) LTD.-$,SHAKTIPUMP,Compressors & Pumps
SYSTEMATIX SECURITIES LTD.,SYTIXSE,Non Banking Financial Company (NBFC)
SUNGOLD CAPITAL LTD.,SUNGOLD,Non Banking Financial Company (NBFC)
Saffron Industries Limited,SAFFRON,Paper & Paper Products
Prakash Woollen & Synthetic Mills Ltd,PWASML,Other Textile Products
GOLDSTONE TECHNOLOGIES LTD.,GOLDTECH,Computers - Software & Consulting
Vardhman Concrete Limited,VARDHMAN,Cement & Cement Products
GRM OVERSEAS LTD.,GRMOVER,Other Agricultural Products
MOHIT INDUSTRIES LTD.-$,MOHITIND,Other Textile Products
POLYLINK POLYMERS (INDIA) LTD.,POLYLINK,Petrochemicals
MINAXI TEXTILES LTD.,MINAXI,Other Textile Products
CONTINENTAL CONTROLS LTD.,CONTICON,Other Electrical Equipment
NOUVEAU GLOBAL VENTURES LTD.,NOUVEAU,Trading & Distributors
DUKE OFFSHORE LTD.,DUKEOFS,Oil Equipment & Services
CYBELE INDUSTRIES LTD.,CYBELEIND,Other Electrical Equipment
CG-VAK SOFTWARE & EXPORTS LTD.,CGVAK,Computers - Software & Consulting
Navkar Urbanstructure Ltd,NAVKAR,Residential- Commercial Projects
OMKAR OVERSEAS LTD.,OMKAR,Other Textile Products
MADHUCON PROJECTS LTD.-$,MADHUCON,Civil Construction
SYBLY INDUSTRIES LTD.-$,SYBLY,Other Textile Products
RAJESH EXPORTS LTD.,RAJESHEXPO,Gems- Jewellery And Watches
ESAAR (INDIA) LTD.,ESARIND,Diversified Commercial Services
MARIS SPINNERS LTD.-$,MARIS,Other Textile Products
INDERGIRI FINANCE LTD.,INDERGR,Non Banking Financial Company (NBFC)
SHUKRA BULLIONS LTD.,SKRABUL,Diversified Commercial Services
EVEREADY INDUSTRIES INDIA LTD.,EVEREADY,Batteries
STEP TWO CORPORATION LTD.,STEP2COR,Other Financial Services
ORIENT TRADELINK LTD.,ORIENTTR,Film Production- Distribution & Exhibition
Vikas Proppant & Granite Ltd,VIKASPROP,Other Agricultural Products
DESH RAKSHAK AUSHDHALAYA LTD.,DESHRAK,Pharmaceuticals
ACE SOFTWARE EXPORTS LTD.-$,ACESOFT,Software Products
HATSUN AGRO PRODUCT LTD.,HATSUN,Dairy Products
E.COM INFOTECH (I) LTD.,ECOM,Computers - Software & Consulting
RISHABH DIGHA STEEL & ALLIED PRODUCTS LTD.-$,RISHDIGA,Iron & Steel Products
MARUTI INFRASTRUCTURE LTD.,MAINFRA,Civil Construction
Kobo Biotech Ltd-$,KOBO,Commodity Chemicals
JINDAL WORLDWIDE LTD.,JINDWORLD,Other Textile Products
SOMANY CERAMICS LTD.,SOMANYCERA,Furniture- Home Furnishing- Flooring
RAGHUNATH TOBACCO CO.LTD.,RAGHUTOB,Residential- Commercial Projects
Disha Resources Ltd,DRL,Diversified Commercial Services
CORAL INDIA FINANCE & HOUSING LTD.,CORALFINAC,Diversified Commercial Services
AROMA ENTERPRISES (INDIA) LTD.,AROMAENT,Diversified Commercial Services
SANJIVANI PARANTERAL LTD.,SANJIVIN,Pharmaceuticals
VAS INFRASTRUCTURE LTD.,VASINFRA,Residential- Commercial Projects
KMF BUILDERS & DEVELOPERS LTD.,KMFBLDR,Residential- Commercial Projects
BERYL SECURITIES LTD.,BERYLSE,Non Banking Financial Company (NBFC)
RAP MEDIA LTD.,RAP,Non Banking Financial Company (NBFC)
DEVINE IMPEX LTD.,DEVINE,Trading & Distributors
BAMPSL SECURITIES LTD.,BAMPSL,Non Banking Financial Company (NBFC)
Genpharmasec Ltd,GENPHARMA,Trading & Distributors
INCON ENGINEERS LTD.,INCON,Industrial Machinery
Capri Global Capital Limited,CGCL,Non Banking Financial Company (NBFC)
FDC LTD.,FDC,Pharmaceuticals
Gogia Capital Services Limited,GOGIACAP,Stockbroking & Allied
GORANI INDUSTRIES LTD.,GORANIN,Houseware
KG PETROCHEM LTD.,KGPETRO,Other Textile Products
Meyer Apparel Ltd,MAL,Gems- Jewellery And Watches
Starcom Information Technology Ltd,STARCOM,Computers - Software & Consulting
COUNTRY CONDO'S LTD.,COUNCODOS,Residential- Commercial Projects
OROSIL SMITHS INDIA LTD.-$,OROSMITHS,Gems- Jewellery And Watches
Tejassvi Aaharam Ltd,TEJASSVI,Other Textile Products
LINCOLN PHARMACEUTICALS LTD.,LINCOPH,Pharmaceuticals
SILVER OAK (INDIA) LTD.,SILVOAK,Breweries & Distilleries
Praveg Communications (India) Ltd,PRAVEG,Advertising & Media Agencies
SURAJ LTD.-$,SURAJLTD,Iron & Steel Products
Suvidha Infraestate Corporation Limited,SICL,Residential- Commercial Projects
MARICO LTD.,MARICO,Personal Care
TOKYO FINANCE LTD.,TOKYOFIN,Non Banking Financial Company (NBFC)
Mahavir Industries Limited,MAHAVIRIND,Copper
NATIONAL GENERAL INDUSTRIES LTD.,NATGENI,Iron & Steel Products
THIRDWAVE FINANCIAL INTERMEDIARIES LTD.,THIRDFIN,Non Banking Financial Company (NBFC)
Abate As Industries Ltd,ABATEAS,Non Banking Financial Company (NBFC)
HITTCO TOOLS LTD.,HITTCO,Industrial Machinery
RR MetalMakers India Ltd,RRMETAL,Trading - Metals
VISION CORPORATION LTD.,VISIONCO,Film Production- Distribution & Exhibition
INANI SECURITIES LTD.,INANISEC,Other Financial Services
ANKA INDIA LTD.,ANKIN,Leather And Leather Products
VAGHANI TECHNO-BUILD LTD.,VAGHANI,Packaged Foods
ARIS INTERNATIONAL LTD.,ARISINT,Computers - Software & Consulting
MAYUR LEATHER PRODUCTS LTD.,MAYUR,Gems- Jewellery And Watches
Amerise Biosciences Ltd,AMERISE,Plastic Products - Industrial
Prithvi Exchange (India) Ltd,PRITHVIEXCH,Other Financial Services
RAINBOW FOUNDATIONS LTD.,RAINBOWF,Residential- Commercial Projects
Tricom Fruit Products Limited,TRICOMFRU,Other Food Products
Vidhi Specialty Food Ingredients Ltd-$,VIDHIING,Specialty Chemicals
BHAGIRADHA CHEMICALS & INDUSTRIES LTD.,BHAGCHEM,Pesticides & Agrochemicals
PANCHSHEEL ORGANICS LTD.,PANCHSHEEL,Pharmaceuticals
MENON PISTONS LTD.,MENNPIS,Auto Components & Equipments
PRISM FINANCE LTD.,PRISMFN,Non Banking Financial Company (NBFC)
Greencrest Financial Services Limited,GREENCREST,Diversified Commercial Services
GENNEX LABORATORIES LTD.,GENNEX,Pharmaceuticals
HIRA AUTOMOBILES LTD.,HIRAUTO,Trading & Distributors
GINI SILK MILLS LTD.-$,GINISILK,Trading & Distributors
PRAJAY ENGINEERS SYNDICATE LTD.,PRAENG,Residential- Commercial Projects
Biogen Pharmachem Industries Ltd,BIOGEN,Other Financial Services
G.K.CONSULTANTS LTD.,GKCONS,Non Banking Financial Company (NBFC)
Apollo Pipes Ltd,APOLLOPIPES,Plastic Products - Industrial
UNJHA FORMULATIONS LTD.,UNJHAFOR,Pharmaceuticals
POLY MEDICURE LTD.,POLYMED,Medical Equipment & Supplies
KACHCHH MINERALS LTD.,KACHCHH,Industrial Minerals
Kaiser Corporation Limited,KACL,Trading & Distributors
KCL Infra Projects Ltd,KCLINFRA,Civil Construction
ATUL AUTO LTD.-$,ATULAUTO,Commercial Vehicles
SCAN PROJECTS LTD.,SCANPRO,Cement & Cement Products
PRERNA INFRABUILD LTD.,PRERINFRA,Residential- Commercial Projects
METAL COATINGS (INDIA) LTD.,METALCO,Iron & Steel Products
SGN TELECOMS LTD.,SGNTE,Other Electrical Equipment
GANGA PAPERS INDIA LTD.,GANGAPA,Paper & Paper Products
TIRUPATI SARJAN LTD.,TIRSARJ,Residential- Commercial Projects
NUWAY ORGANIC NATURALS INDIA LTD.,NUWAY,Trading & Distributors
MUNOTH FINANCIAL SERVICES LTD.,MUNOTHFI,Other Financial Services
Rodium Realty Limited,RODIUM,Residential- Commercial Projects
NAGARJUNA AGRI TECH LTD.,NAGTECH,Other Agricultural Products
NATURA HUE CHEM LTD.,NATHUEC,Other Agricultural Products
Indus Finance Ltd,INDUSFINL,Non Banking Financial Company (NBFC)
LAHOTI OVERSEAS LTD.-$,LAHOTIOV,Trading & Distributors
Zenith Steel Pipes & Industries Ltd-$,ZENITHSTL,Iron & Steel Products
TRINITY LEAGUE INDIA LTD.,TRINITYLEA,Other Financial Services
ASIAN STAR CO.LTD.-$,ASTAR,Gems- Jewellery And Watches
Oriental Rail Infrastructure Ltd,ORIRAIL,Other Industrial Products
JOINDRE CAPITAL SERVICES LTD.,JOINDRE,Stockbroking & Allied
BHARAT AGRI FERT & REALTY LTD.,BHARATAGRI,Fertilizers
UNITECH INTERNATIONAL LTD.,UNITINT,Specialty Chemicals
SACHETA METALS LTD.,SACHEMT,Aluminium
ANJANI FINANCE LTD.,ANJANIFIN,Non Banking Financial Company (NBFC)
PIONEER DISTILLERIES LTD.,PIONDIST,Breweries & Distilleries
GUJARAT METALLIC COAL & COKE LTD.-$,GMETCOAL,Trading & Distributors
SVA INDIA LTD.,SVAINDIA,Trading & Distributors
RAHUL MERCHANDISING LTD.,RAHME,Gems- Jewellery And Watches
REXNORD ELECTRONICS & CONTROLS LTD.,REXNORD,Industrial Equipments
KHANDWALA SECURITIES LTD.,KHANDSE,Stockbroking & Allied
SAWACA BUSINESS MACHINES LTD.,SAWABUSI,Diversified Commercial Services
CCL INTERNATIONAL LTD.,CCLINTER,Civil Construction
GALLOPS ENTERPRISE LTD.,GALLOPENT,Residential- Commercial Projects
Croissance Ltd,CROISSANCE,Residential- Commercial Projects
Madhuveer Com 18 Network Ltd,MADHUVEER,Film Production- Distribution & Exhibition
GALAXY AGRICO EXPORTS LTD.,GALAGEX,Industrial Machinery
GOPAL IRON & STEELS CO.(GUJARAT) LTD.,GOPAIST,Iron & Steel Products
HINDUSTAN APPLIANCES LTD.,HINDAPL,Trading & Distributors
AGARWAL INDUSTRIAL CORPORATION LTD.,AGARIND,Petrochemicals
DHAMPURE SPECIALITY SUGARS LTD.,DHAMPURE,Sugar
SHANTANU SHEOREY AQUAKULT LTD.,SHAQUAK,Packaged Foods
GOLDEN CARPETS LTD.,GOLCA,Furniture- Home Furnishing- Flooring
INNOCORP LTD.,INNOCORP,Plastic Products - Industrial
SARTHAK INDUSTRIES LTD.,SARTHAKIND,Trading & Distributors
SAI CAPITAL LTD.,SAICAPI,Diversified Commercial Services
Servoteach Industries Ltd,SERVOTEACH,Industrial Machinery
CHADHA PAPERS LTD.,CHADPAP,Paper & Paper Products
VERTEX SECURITIES LTD.,VERTEX,Other Financial Services
RIBA TEXTILES LTD.,RIBATEX,Other Textile Products
SHREE METALLOYS LTD.,SHREMETAL,Non Banking Financial Company (NBFC)
IITL PROJECTS LIMITED,IITLPROJ,Residential- Commercial Projects
HARI GOVIND INTERNATIONAL LTD.,HARIGOV,Other Textile Products
CHARTERED LOGISTICS LTD.,CHLOGIST,Logistics Solution Provider
AMBIKA COTTON MILLS LTD.,AMBIKCO,Other Textile Products
HIND ALUMINIUM INDUSTRIES LTD.-$,HINDALUMI,Aluminium
Senthil Infotek Ltd,SENINFO,Computers - Software & Consulting
SPECTRUM FOODS LTD.,SPECFOOD,Other Food Products
AMRAWORLD AGRICO LTD.,AMRAAGRI,Other Textile Products
AUTO PINS (INDIA) LTD.,AUTOPINS,Auto Components & Equipments
ODYSSEY CORPORATION LTD.,ODYCORP,Non Banking Financial Company (NBFC)
INDUCTO STEEL LTD.,INDCTST,Iron & Steel Products
SAM INDUSTRIES LTD.,SAMINDUS,Investment Company
SHREEVATSAA FINANCE & LEASING LTD.,SHVFL,Diversified Commercial Services
POOJA ENTERTAINMENT AND FILMS LTD.,POOJAENT,Film Production- Distribution & Exhibition
GRAVITY (INDIA) LTD.-$,GRAVITY,Other Textile Products
Espire Hospitality Limited,ESPIRE,Residential- Commercial Projects
LCC INFOTECH LTD.,LCCINFOTEC,E-Learning
FILATEX FASHIONS LTD.,FILATFASH,Other Textile Products
R.B.GUPTA FINANCIALS LTD.,RBGUPTA,Other Financial Services
Sindhu Trade Links Limited,SINDHUTRAD,Diversified Commercial Services
JAIN STUDIOS LTD.,JAINSTUDIO,TV Broadcasting & Software Production
UNISTAR MULTIMEDIA LTD.,UNISTRMU,Media & Entertainment
ZENOTECH LABORATORIES LTD.,ZENOTECH,Pharmaceuticals
HINDUSTAN BIO SCIENCES LTD.,HINDBIO,Software Products
FRONTLINE CORPORATION LTD.,FRONTCORP,Road Transport
Swelect Energy Systems Limited-$,SWELECTES,Heavy Electrical Equipment
WALLFORT FINANCIAL SERVICES LTD.,WALLFORT,Stockbroking & Allied
KDDL LTD.-$,KDDL,Gems- Jewellery And Watches
ADINATH EXIM RESOURCES LTD.,ADIEXRE,Investment Company
ABHINAV CAPITAL SERVICES LTD.,ABHICAP,Non Banking Financial Company (NBFC)
KILPEST INDIA LTD.,KILPEST,Pesticides & Agrochemicals
SUPERB PAPERS LTD.,SUPRBPA,Paper & Paper Products
Monind Ltd,MONIND,Iron & Steel Products
SHRI KALYAN HOLDINGS LTD.,SHKALYN,Diversified Commercial Services
VANDANA KNITWEAR LTD.,VANDANA,Other Textile Products
INDO-CITY INFOTECH LTD.-$,INDOCITY,Software Products
SBEC SUGAR LTD.,SBECSUG,Sugar
MEGA FIN (INDIA) LTD.,MEGFI,Diversified Commercial Services
BRIJLAXMI LEASING & FINANCE LTD.,BRIJLEAS,Non Banking Financial Company (NBFC)
BSEL INFRASTRUCTURE REALTY LTD.,BSELINFRA,Residential- Commercial Projects
RELIABLE VENTURES INDIA LTD.,RELIABVEN,Hotels & Resorts
BANK OF BARODA,BANKBARODA,Public Sector Bank
SMC CREDITS LTD.,SMCREDT,Non Banking Financial Company (NBFC)
Mohite Industries Ltd,MOHITE,Other Textile Products
ANDHRA CEMENTS LTD.,ANDHRACEMT,Cement & Cement Products
SKM EGG PRODUCTS EXPORT (INDIA) LTD.,SKMEGGPROD,Other Food Products
Welspun Corp Limited,WELCORP,Iron & Steel Products
H.S.INDIA LTD.,HOTLSILV,Hotels & Resorts
BANK OF INDIA,BANKINDIA,Public Sector Bank
INDRAPRASTHA MEDICAL CORP.LTD.,INDRAMEDCO,Hospital
Johnson Pharmacare Ltd,JOHNPHARMA,Diversified Commercial Services
GAIL (INDIA) LTD.,GAIL,Gas Transmission/Marketing
Vaibhav Global Ltd,VAIBHAVGBL,Gems- Jewellery And Watches
Trescon Ltd,TRESCON,Residential- Commercial Projects
Gujarat State Financial Corporation,GUJSTATFIN,Financial Institution
JK PAPER LTD.,JKPAPER,Paper & Paper Products
SAREGAMA INDIA LTD.,SAREGAMA,Media & Entertainment
MINOLTA FINANCE LTD.,MINOLTAF,Non Banking Financial Company (NBFC)
Adroit Infotech Ltd,ADROITINFO,IT Enabled Services
CYBERTECH SYSTEMS AND SOFTWARE LTD.,CYBERTECH,Computers - Software & Consulting
ICICI BANK LTD.,ICICIBANK,Private Sector Bank
Cyient Limited,CYIENT,IT Enabled Services
ENGINEERS INDIA LTD.,ENGINERSIN,Engineering- Designing & Construction
Dhanlaxmi Bank Limited,DHANBANK,Private Sector Bank
GUJARAT MINERAL DEVELOPMENT CORPORATION LTD.,GMDCLTD,Industrial Minerals
INDUSIND BANK LTD.,INDUSINDBK,Private Sector Bank
INDIA TOURISM DEVELOPMENT CORPORATION LTD.,ITDC,Hotels & Resorts
JAMMU & KASHMIR BANK LTD.,J&KBANK,Private Sector Bank
CITY UNION BANK LTD.,CUB,Private Sector Bank
ARCHIES LTD.,ARCHIES,Leisure Products
AXIS BANK LTD.,AXISBANK,Private Sector Bank
HB STOCKHOLDINGS LTD.,HBSTOCK,Non Banking Financial Company (NBFC)
SIEL FINANCIAL SERVICES LTD.,SIELFNS,Other Financial Services
SOUTH INDIAN BANK LTD.,SOUTHBANK,Private Sector Bank
ENERGY DEVELOPMENT COMPANY LTD.,ENERGYDEV,Electric Utilities
SONATA SOFTWARE LTD.,SONATSOFTW,Computers - Software & Consulting
BENGAL TEA & FABRICS LTD.,BENGALT,Tea & Coffee
NATIONAL ALUMINIUM CO.LTD.,NATIONALUM,Aluminium
INDIA NIPPON ELECTRICALS LTD.,INDNIPPON,Auto Components & Equipments
NALWA SONS INVESTMENTS LTD.,NSIL,Non Banking Financial Company (NBFC)
APAR INDUSTRIES LTD.,APARINDS,Other Electrical Equipment
TCI INDUSTRIES LTD.,TCIIND,Diversified Commercial Services
Accelya Solutions India Ltd,ACCELYA,Computers - Software & Consulting
Orchasp Ltd,ORCHASP,Computers - Software & Consulting
HCL TECHNOLOGIES LTD.,HCLTECH,Computers - Software & Consulting
TCFC FINANCE LTD.,TCFCFINQ,Non Banking Financial Company (NBFC)
Geojit Financial Services Ltd,GEOJITFSL,Stockbroking & Allied
JINDAL STEEL & POWER LTD.,JINDALSTEL,Iron & Steel
BLB LTD.,BLBLIMITED,Investment Company
GLENMARK PHARMACEUTICALS LTD.,GLENMARK,Pharmaceuticals
WOCKHARDT LTD.,WOCKPHARMA,Pharmaceuticals
TATA COFFEE LTD.,TATACOFFEE,Tea & Coffee
KJMC Corporate Advisors (India) Ltd.,KJMCCORP,Other Financial Services
IND-SWIFT LABORATORIES LTD.,INDSWFTLAB,Pharmaceuticals
MELSTAR INFORMATION TECHNOLOGIES LTD.,MELSTAR,IT Enabled Services
GE Power India Ltd,GEPIL,Heavy Electrical Equipment
SHREE RAMA MULTI-TECH LTD.,SHREERAMA,Packaging
MAHINDRA LIFESPACE DEVELOPERS LTD.,MAHLIFE,Residential- Commercial Projects
Vaarad Ventures Ltd,VAARAD,Non Banking Financial Company (NBFC)
Zydus Lifesciences Ltd,ZYDUSLIFE,Pharmaceuticals
SHIVA CEMENT LTD.,SHIVACEM,Cement & Cement Products
CINEVISTA LTD.,CINEVISTA,Media & Entertainment
INTENSE TECHNOLOGIES LTD.-$,INTENTECH,Software Products
DANLAW TECHNOLOGIES INDIA LTD.-$,DANLAW,Industrial Electronics
AJANTA PHARMA LTD.,AJANTPHARM,Pharmaceuticals
HB PORTFOLIO LTD.,HBPOR,Other Financial Services
HB ESTATE DEVELOPERS LTD.,HBESD,Residential- Commercial Projects
AMBICA AGARBATHIES & AROMA INDUSTRIES LTD.,AMBICAAGAR,Household Products
COMPUCOM SOFTWARE LTD.-$,COMPUSOFT,Education
OMNI AXS SOFTWARE LTD.,OMNIAX,Software Products
IZMO Limited-$,IZMO,IT Enabled Services
TVS MOTOR COMPANY LTD.,TVSMOTOR,2/3 Wheelers
SOFTSOL INDIA LTD.,SOFTSOL,Computers - Software & Consulting
GATI LTD.,GATI,Logistics Solution Provider
SUBEX LTD.,SUBEX,Software Products
TRANSPORT CORPORATION OF INDIA LTD.,TCI,Logistics Solution Provider
PADMALAYA TELEFILMS LTD.,PADMALAYAT,Film Production- Distribution & Exhibition
AKSH OPTIFIBRE LTD.,AKSHOPTFBR,Telecom -  Equipment & Accessories
TRIVENI ENGINEERING & INDUSTRIES LTD.,TRIVENI,Sugar
MUKTA ARTS LTD.,MUKTAARTS,Education
HIT KIT GLOBAL SOLUTIONS LTD.,HITKITGLO,Software Products
NAGPUR POWER & INDUSTRIES LTD.,NAGPI,Ferro & Silica Manganese
DYNACONS SYSTEMS & SOLUTIONS LTD.,DSSL,IT Enabled Services
PNB GILTS LTD.,PNBGILTS,Investment Company
Brightcom Group Ltd,BCG,IT Enabled Services
RAMCO INDUSTRIES LTD.,RAMCOIND,Cement & Cement Products
RAMCO SYSTEMS LTD.,RAMCOSYS,Software Products
TATA TELESERVICES (MAHARASHTRA) LTD.,TTML,Telecom - Cellular & Fixed line services
Virinchi Ltd,VIRINCHI,Software Products
WEP SOLUTIONS LTD.,WEPSOLN,IT Enabled Services
STERLITE TECHNOLOGIES LTD.,STLTECH,Other Telecom Services
TIPS INDUSTRIES LTD.,TIPSINDLTD,Media & Entertainment
MRO-TEK Realty Ltd,MRO-TEK,Computers Hardware & Equipments
First Fintec Ltd,FIRSTFIN,Software Products
BABA ARTS LTD.-$,BABA,Film Production- Distribution & Exhibition
BALAJI TELEFILMS LTD.,BALAJITELE,Media & Entertainment
TYCHE INDUSTRIES LTD.,TYCHE,Pharmaceuticals
CALIFORNIA SOFTWARE CO.LTD.,CALSOFT,Computers - Software & Consulting
PRITISH NANDY COMMUNICATIONS LTD.,PNC,Film Production- Distribution & Exhibition
INDIAN OVERSEAS BANK,IOB,Public Sector Bank
TAJGVK HOTELS & RESORTS LTD.,TAJGVK,Hotels & Resorts
CREATIVE EYE LTD.,CREATIVEYE,Media & Entertainment
Axiscades Technologies Ltd,AXISCADES,IT Enabled Services
Konndor Industries Ltd,KONNDOR,Paper & Paper Products
Birlasoft Ltd,BSOFT,Computers - Software & Consulting
USG TECH SOLUTIONS LTD.,USGTECH,IT Enabled Services
FOURTH GENERATION INFORMATION SYSTEMS LTD.,4THGEN,Software Products
SAVEN TECHNOLOGIES LTD.,7TEC,IT Enabled Services
AVANTEL LTD.,AVANTEL,Telecom -  Equipment & Accessories
Moschip Technologies Ltd,MOSCHIP,Software Products
MEGASOFT LTD.,MEGASOFT,Other Telecom Services
TRANSCORP INTERNATIONAL LTD.,TRANSCOR,Other Financial Services
VISESH INFOTECNICS LTD.,VISESHINFO,Other Telecom Services
CEREBRA INTEGRATED TECHNOLOGIES LTD.,CEREBRAINT,Computers Hardware & Equipments
NEXT MEDIAWORKS LTD.,NEXTMEDIA,Advertising & Media Agencies
Smartlink Holdings Ltd,SMARTLINK,Computers Hardware & Equipments
GODREJ CONSUMER PRODUCTS LTD.,GODREJCP,Personal Care
Genus Prime Infra Ltd,GENUSPRIME,Commodity Chemicals
BF UTILITIES LTD.-$,BFUTILITIE,Civil Construction
UNITED SPIRITS LTD.,UNITDSPR,Breweries & Distilleries
